ID,center_x,center_y,jinkou
436,1463.5,1302.0,107
437,1464.5,1302.5,8
438,1464.5,1302.0,158
439,1465.0,1302.5,396
440,1465.5,1302.5,335
441,1465.0,1302.0,1473
442,1465.5,1302.0,580
443,1466.0,1302.5,50
444,1466.0,1302.0,226
445,1460.0,1301.5,63
446,1460.0,1301.0,143
447,1460.5,1301.0,42
448,1461.0,1301.5,79
449,1461.5,1301.5,52
450,1461.0,1301.0,47
451,1461.5,1301.0,6
452,1462.0,1301.5,71
453,1462.5,1301.5,33
454,1462.0,1301.0,21
455,1462.5,1301.0,3
456,1463.5,1301.5,328
457,1463.5,1301.0,41
458,1464.0,1301.5,237
459,1464.5,1301.5,474
460,1464.0,1301.0,64
461,1464.5,1301.0,5
462,1465.0,1301.5,619
463,1465.5,1301.5,692
464,1465.0,1301.0,1049
465,1465.5,1301.0,395
466,1466.0,1301.5,290
467,1466.0,1301.0,382
468,1466.5,1301.0,65
469,1460.0,1300.5,80
470,1460.5,1300.5,48
471,1460.5,1300.0,7
472,1461.0,1300.5,44
473,1461.5,1300.5,1
474,1461.0,1300.0,69
475,1461.5,1300.0,10
476,1462.5,1300.5,4
477,1462.0,1300.0,30
478,1462.5,1300.0,16
479,1463.5,1300.5,22
480,1464.0,1300.5,26
481,1464.5,1300.5,243
482,1464.0,1300.0,43
483,1464.5,1300.0,168
484,1465.0,1300.5,529
485,1465.5,1300.5,242
486,1466.0,1300.5,40
487,1466.5,1300.5,88
488,1466.0,1300.0,164
489,1466.5,1300.0,312
490,1444.0,1299.0,31
491,1444.5,1299.0,16
492,1440.0,1298.5,8
493,1440.5,1298.5,46
494,1440.0,1298.0,4
495,1440.5,1298.0,198
496,1441.0,1298.0,6
497,1444.0,1298.5,4
498,1444.5,1298.0,9
499,1440.5,1297.0,29
500,1441.0,1297.5,6
501,1441.5,1297.5,7
502,1441.0,1297.0,17
503,1441.5,1297.0,6
504,1442.5,1297.0,10
505,1444.5,1297.5,9
506,1444.5,1297.0,4
507,1445.0,1297.0,34
508,1446.0,1297.5,12
509,1441.0,1296.5,49
510,1441.0,1296.0,17
511,1441.5,1296.0,52
512,1442.5,1296.5,2
513,1442.5,1296.0,4
514,1443.0,1296.5,1
515,1443.0,1296.0,12
516,1444.5,1296.5,5
517,1445.0,1296.5,6
518,1445.5,1296.5,10
519,1441.5,1295.5,39
520,1441.0,1295.0,16
521,1441.5,1295.0,18
522,1442.0,1295.5,3
523,1442.5,1295.5,3
524,1442.5,1295.0,9
525,1443.0,1295.5,9
526,1443.0,1295.0,12
527,1445.5,1295.5,3
528,1445.0,1295.0,5
529,1445.5,1295.0,60
530,1441.0,1294.5,37
531,1441.5,1294.5,24
532,1441.0,1294.0,15
533,1441.5,1294.0,18
534,1442.0,1294.5,33
535,1442.5,1294.5,8
536,1442.0,1294.0,67
537,1442.5,1294.0,14
538,1443.0,1294.5,4
539,1445.0,1294.5,13
540,1445.5,1294.5,5
541,1445.5,1294.0,24
542,1449.5,1294.5,3
543,1449.5,1294.0,1
544,1441.5,1293.5,89
545,1441.0,1293.0,15
546,1441.5,1293.0,12
547,1442.0,1293.5,103
548,1445.5,1293.5,12
549,1445.5,1293.0,29
550,1446.0,1293.5,3
551,1446.0,1293.0,20
552,1447.0,1293.0,16
553,1447.5,1293.0,48
554,1448.0,1293.0,12
555,1449.5,1293.5,1
556,1449.0,1293.0,1
557,1440.0,1292.5,18
558,1440.5,1292.5,18
559,1440.0,1292.0,56
560,1440.5,1292.0,23
561,1441.0,1292.5,60
562,1441.5,1292.5,8
563,1441.0,1292.0,20
564,1445.5,1292.5,63
565,1445.0,1292.0,4
566,1445.5,1292.0,8
567,1446.0,1292.5,66
568,1446.5,1292.5,41
569,1446.0,1292.0,62
570,1446.5,1292.0,142
571,1447.0,1292.5,15
572,1447.5,1292.5,67
573,1447.0,1292.0,153
574,1447.5,1292.0,70
575,1448.0,1292.5,40
576,1448.5,1292.5,89
577,1448.0,1292.0,65
578,1448.5,1292.0,54
579,1449.0,1292.5,72
580,1449.5,1292.5,16
581,1449.0,1292.0,44
582,1449.5,1292.0,117
583,1440.0,1291.5,71
584,1440.0,1291.0,25
585,1445.0,1291.0,48
586,1445.5,1291.0,24
587,1446.0,1291.5,5
588,1446.5,1291.5,47
589,1446.0,1291.0,51
590,1446.5,1291.0,56
591,1447.0,1291.5,92
592,1447.5,1291.5,77
593,1440.0,1290.5,16
594,1440.0,1290.0,35
595,1443.5,1290.0,14
596,1444.0,1290.5,36
597,1444.5,1290.5,47
598,1444.0,1290.0,29
599,1444.5,1290.0,65
600,1445.0,1290.5,96
601,1445.5,1290.5,22
602,1445.0,1290.0,83
603,1445.5,1290.0,106
604,1446.0,1290.5,92
605,1446.5,1290.5,83
606,1446.0,1290.0,36
607,1450.5,1299.0,46
608,1451.0,1299.0,4
609,1453.0,1299.0,3
610,1456.5,1299.5,5
611,1457.5,1299.5,2
612,1458.0,1299.5,45
613,1458.5,1299.5,22
614,1458.0,1299.0,21
615,1459.5,1299.5,19
616,1450.5,1298.5,18
617,1450.5,1298.0,1
618,1454.5,1298.5,1
619,1455.0,1298.5,20
620,1455.0,1298.0,8
621,1455.5,1298.0,17
622,1459.5,1298.5,10
623,1459.5,1298.0,2
624,1450.5,1297.5,16
625,1451.0,1297.0,3
626,1455.5,1297.5,23
627,1455.5,1297.0,14
628,1451.0,1296.5,16
629,1453.0,1296.5,5
630,1455.5,1296.5,6
631,1455.5,1296.0,3
632,1458.5,1296.0,13
633,1452.0,1295.0,2
634,1457.0,1295.5,5
635,1457.5,1295.5,23
636,1457.0,1295.0,2
637,1457.5,1295.0,4
638,1458.5,1295.5,28
639,1458.0,1295.0,39
640,1459.0,1295.0,5
641,1451.5,1294.0,4
642,1452.0,1294.5,17
643,1452.0,1294.0,1
644,1454.0,1294.5,3
645,1454.5,1294.5,15
646,1454.0,1294.0,5
647,1454.5,1294.0,82
648,1455.0,1294.5,8
649,1455.5,1294.0,17
650,1457.0,1294.5,11
651,1457.0,1294.0,22
652,1457.5,1294.0,14
653,1458.0,1294.5,20
654,1458.0,1294.0,19
655,1450.5,1293.5,59
656,1450.0,1293.0,13
657,1450.5,1293.0,56
658,1451.0,1293.5,9
659,1451.5,1293.5,5
660,1451.5,1293.0,8
661,1452.5,1293.5,19
662,1453.0,1293.0,5
663,1454.0,1293.5,40
664,1454.5,1293.5,19
665,1456.5,1293.5,7
666,1456.5,1293.0,18
667,1457.0,1293.5,24
668,1458.0,1293.5,25
669,1458.0,1293.0,22
670,1458.5,1293.0,7
671,1450.0,1292.5,43
672,1450.0,1292.0,3
673,1452.0,1292.0,68
674,1452.5,1292.0,38
675,1453.5,1292.5,2
676,1453.5,1292.0,28
677,1454.0,1292.5,89
678,1454.0,1292.0,35
679,1456.0,1292.5,12
680,1456.5,1292.5,28
681,1456.0,1292.0,2
682,1456.5,1292.0,12
683,1457.5,1292.5,4
684,1457.5,1292.0,36
685,1458.0,1292.5,26
686,1459.5,1292.0,24
687,1453.0,1291.5,38
688,1453.5,1291.5,67
689,1453.0,1291.0,38
690,1453.5,1291.0,31
691,1454.5,1291.5,41
692,1455.0,1291.5,16
693,1455.0,1291.0,1
694,1456.0,1291.5,48
695,1456.5,1291.5,6
696,1456.0,1291.0,40
697,1456.5,1291.0,10
698,1457.5,1291.5,2
699,1457.5,1291.0,10
700,1458.0,1291.5,42
701,1458.0,1291.0,12
702,1458.5,1291.0,71
703,1459.5,1291.5,8
704,1459.0,1291.0,90
705,1459.5,1291.0,53
706,1452.0,1290.0,28
707,1452.5,1290.0,39
708,1453.0,1290.5,27
