ID,center_x,center_y,jinkou
818,1390.5,1278.5,1524
819,1390.0,1278.0,674
820,1390.5,1278.0,957
821,1391.0,1278.5,1423
822,1391.5,1278.5,2881
823,1391.0,1278.0,309
824,1391.5,1278.0,2143
825,1392.0,1278.5,1461
826,1392.5,1278.5,2073
827,1392.0,1278.0,3467
828,1392.5,1278.0,3852
829,1393.0,1278.5,3171
830,1393.5,1278.5,2570
831,1393.0,1278.0,2477
832,1393.5,1278.0,1815
833,1394.0,1278.5,2271
834,1394.5,1278.5,3358
835,1394.0,1278.0,1306
836,1394.5,1278.0,1106
837,1395.0,1278.5,3555
838,1395.5,1278.5,2419
839,1395.0,1278.0,1049
840,1395.5,1278.0,1617
841,1396.0,1278.5,2908
842,1396.5,1278.5,2602
843,1396.0,1278.0,1774
844,1396.5,1278.0,2754
845,1397.0,1278.5,2461
846,1397.5,1278.5,1874
847,1397.0,1278.0,1473
848,1397.5,1278.0,2156
849,1398.0,1278.5,2678
850,1398.5,1278.5,3730
851,1398.0,1278.0,2555
852,1398.5,1278.0,2553
853,1399.0,1278.5,3893
854,1399.5,1278.5,4327
855,1399.0,1278.0,2324
856,1399.5,1278.0,2025
857,1390.0,1277.5,188
858,1390.5,1277.5,318
859,1390.0,1277.0,104
860,1390.5,1277.0,455
861,1391.0,1277.5,133
862,1391.5,1277.5,2206
863,1391.0,1277.0,803
864,1391.5,1277.0,1483
865,1392.0,1277.5,3074
866,1392.5,1277.5,3393
867,1392.0,1277.0,2650
868,1392.5,1277.0,2305
869,1393.0,1277.5,1998
870,1393.5,1277.5,2154
871,1393.0,1277.0,88
872,1393.5,1277.0,264
873,1394.0,1277.5,193
874,1394.5,1277.5,452
875,1395.0,1277.5,398
876,1395.5,1277.5,507
877,1395.0,1277.0,988
878,1395.5,1277.0,2267
879,1396.0,1277.5,171
880,1396.5,1277.5,764
881,1396.0,1277.0,341
882,1396.5,1277.0,6
883,1397.0,1277.5,3064
884,1397.5,1277.5,2565
885,1397.0,1277.0,541
886,1397.5,1277.0,2927
887,1398.0,1277.5,3374
888,1398.5,1277.5,1200
889,1398.0,1277.0,1788
890,1398.5,1277.0,496
891,1399.0,1277.5,2483
892,1399.5,1277.5,1616
893,1399.0,1277.0,1644
894,1399.5,1277.0,1890
895,1390.0,1276.5,109
896,1390.5,1276.5,585
897,1390.0,1276.0,2824
898,1390.5,1276.0,1861
899,1391.0,1276.5,2644
900,1391.5,1276.5,1845
901,1391.0,1276.0,1780
902,1391.5,1276.0,237
903,1392.0,1276.5,1796
904,1392.5,1276.5,507
905,1392.0,1276.0,1388
906,1392.5,1276.0,600
907,1393.0,1276.5,207
908,1393.5,1276.5,470
909,1393.0,1276.0,172
910,1393.5,1276.0,342
911,1394.0,1276.5,24
912,1394.5,1276.5,143
913,1394.0,1276.0,349
914,1394.5,1276.0,644
915,1395.0,1276.5,3021
916,1395.5,1276.5,2119
917,1395.0,1276.0,1856
918,1395.5,1276.0,1791
919,1396.0,1276.5,487
920,1396.5,1276.5,484
921,1396.0,1276.0,1422
922,1396.5,1276.0,1373
923,1397.0,1276.5,2642
924,1397.5,1276.5,2121
925,1397.0,1276.0,3821
926,1397.5,1276.0,2780
927,1398.0,1276.5,1587
928,1398.5,1276.5,759
929,1398.0,1276.0,2703
930,1398.5,1276.0,160
931,1399.0,1276.5,533
932,1399.5,1276.5,1765
933,1399.0,1276.0,464
934,1399.5,1276.0,1403
935,1390.0,1275.5,1866
936,1390.5,1275.5,1915
937,1390.0,1275.0,787
938,1390.5,1275.0,1212
939,1391.0,1275.5,1574
940,1391.5,1275.5,1149
941,1391.0,1275.0,1432
942,1391.5,1275.0,2524
943,1392.0,1275.5,476
944,1392.5,1275.5,95
945,1392.0,1275.0,696
946,1392.5,1275.0,176
947,1393.0,1275.5,428
948,1393.5,1275.5,537
